complaint_id,complaint_text,area,type,filing_date,department,predicted_priority,status,area_eta,type_eta,resolved_days,resolution_date,predicted_priority_eta,rating,feedback_text,resolution_status,actual_cost,resolved_on,predicted_cost,actual_cost_anomaly,variance_flag,type_anomaly,area_anomaly
C0095,"Tree fallen near Lane 59 in Baner, blocking road and footpath.",Baner,Tree Falling,2025-01-14,Streetlight Issue,High,Resolved,Viman Nagar,Illegal Construction,20,2024-03-14,High,5,Very satisfied with the resolution.,Completed,2207,2025-01-23,2478,2207,No,Tree Falling,Baner
C0096,"Tree fallen near Lane 8 in Dhankawadi, blocking road and footpath.",Dhankawadi,Tree Falling,2025-02-13,Illegal Parking,High,In Progress,Swargate,Illegal Construction,15,2024-10-10,High,2,It was okay.,Rejected,0,,321,0,Yes,Tree Falling,Dhankawadi
C0097,"Unauthorized parking near Lane 51 in Swargate, causing congestion.",Swargate,Illegal Parking,2025-03-20,Streetlight Issue,High,Resolved,Shivajinagar,Water Leakage,19,2024-10-16,High,1,Had to follow up multiple times.,Completed,4149,2024-02-10,4125,4149,No,Illegal Parking,Swargate
C0098,"Sewage overflow issue near Lane 46 in Model Colony, foul smell and waterlogging.",Model Colony,Sewage Problem,2025-02-09,Noise Pollution,High,In Progress,Chinchwad,Drainage Problem,9,2024-05-22,High,2,"Not bad, not great.",In Progress,0,,202,0,No,Sewage Problem,Model Colony
C0099,"Unauthorized parking near Lane 35 in Thergaon, causing congestion.",Thergaon,Illegal Parking,2025-01-13,Garbage Issue,Medium,In Progress,Camp,Illegal Construction,19,2024-12-30,Medium,4,Very satisfied with the resolution.,Completed,2339,2024-05-25,2240,2339,No,Illegal Parking,Thergaon
C0100,"Damaged road with potholes near Lane 28 in Nigdi, dangerous for vehicles.",Nigdi,Road Damage,2025-03-03,Road Damage,Medium,Pending,Lohegaon,Noise Pollution,20,2024-11-14,Medium,4,Very satisfied with the resolution.,Completed,8221,2024-03-19,8450,8221,No,Road Damage,Nigdi
C0101,"Streetlights not working near Lane 61 in Balewadi, causing night-time hazards.",Balewadi,Streetlight Issue,2025-02-20,Illegal Parking,Low,Resolved,Swargate,Street Light,20,2024-03-31,Low,5,Very satisfied with the resolution.,Completed,8252,2024-09-06,8307,8252,No,Streetlight Issue,Balewadi
C0102,"Sewage overflow issue near Lane 27 in Shivajinagar, foul smell and waterlogging.",Shivajinagar,Sewage Problem,2025-02-20,Electricity Issue,Medium,Pending,Karvenagar,Garbage Issue,8,2024-06-07,Medium,3,Neutral experience.,In Progress,0,,-339,0,Yes,Sewage Problem,Shivajinagar
C0103,"Unauthorized parking near Lane 54 in Wagholi, causing congestion.",Wagholi,Illegal Parking,2025-02-09,Noise Pollution,High,Resolved,Dhanori,Noise Pollution,11,2024-07-12,High,5,Appreciate the fast response.,Completed,7209,2025-03-17,6910,7209,No,Illegal Parking,Wagholi
C0104,"Sewage overflow issue near Lane 2 in Pashan, foul smell and waterlogging.",Pashan,Sewage Problem,2025-02-26,Road Damage,Low,Pending,Pashan,Noise Pollution,19,2024-06-29,Low,3,It was okay.,Escalated,0,,457,0,Yes,Sewage Problem,Pashan
C0105,"Stray dogs causing fear near Lane 1 in Kothrud, especially for kids.",Kothrud,Animal Nuisance,2025-01-26,Illegal Parking,Low,In Progress,Aundh,Street Light,9,2024-06-14,Low,3,It was okay.,Completed,4738,2025-02-22,5233,4738,Yes,Animal Nuisance,Kothrud
C0106,"Uncollected garbage near Lane 38 in Dhanori, causing health concerns.",Dhanori,Garbage Issue,2025-01-20,Road Damage,High,In Progress,Kothrud,Tree Fall,17,2024-05-17,High,5,"Great service, very happy.",Completed,9650,2025-03-11,9419,9650,No,Garbage Issue,Dhanori
C0107,"High noise levels from activities near Lane 37 in Baner, disturbing peace.",Baner,Noise Pollution,2025-03-31,Water Issue,Low,In Progress,Warje,Road Damage,17,2024-08-07,Low,2,Took too long to resolve.,Completed,2160,2024-08-16,2522,2160,Yes,Noise Pollution,Baner
C0108,"Water leakage from pipeline near Lane 32 in Deccan, needs urgent attention.",Deccan,Water Issue,2025-03-11,Illegal Parking,Medium,Pending,Wakad,Drainage Problem,13,2024-05-12,Medium,3,It was okay.,In Progress,0,,315,0,Yes,Water Issue,Deccan
C0109,"Water leakage from pipeline near Lane 33 in Koregaon Park, needs urgent attention.",Koregaon Park,Water Issue,2025-03-31,Noise Pollution,Low,Resolved,Bavdhan,Sewage Overflow,2,2024-10-23,Low,5,Issue handled professionally.,Completed,6800,2025-03-05,6570,6800,No,Water Issue,Koregaon Park
C0110,"Damaged road with potholes near Lane 61 in Parvati, dangerous for vehicles.",Parvati,Road Damage,2025-04-01,Electricity Issue,Medium,Resolved,Lohegaon,Street Light,18,2024-07-14,Medium,5,Very satisfied with the resolution.,In Progress,0,,-45,0,No,Road Damage,Parvati
C0111,"Tree fallen near Lane 52 in Model Colony, blocking road and footpath.",Model Colony,Tree Falling,2025-04-10,Sewage Problem,Medium,In Progress,Chinchwad,Tree Fall,4,2024-12-27,Medium,4,"Resolved quickly, thanks!",Completed,1558,2025-03-19,1519,1558,No,Tree Falling,Model Colony
C0112,"Stray dogs causing fear near Lane 12 in Wanowrie, especially for kids.",Wanowrie,Animal Nuisance,2025-02-23,Road Damage,Medium,In Progress,Kharadi,Drainage Problem,20,2024-10-21,Medium,1,Not satisfied with the service.,Completed,5657,2024-08-01,5883,5657,No,Animal Nuisance,Wanowrie
C0113,"Uncollected garbage near Lane 34 in Thergaon, causing health concerns.",Thergaon,Garbage Issue,2025-03-09,Streetlight Issue,High,Pending,Parvati,Drainage Problem,9,2024-01-02,High,4,Very satisfied with the resolution.,In Progress,0,,-249,0,No,Garbage Issue,Thergaon
C0114,"High noise levels from activities near Lane 57 in Chinchwad, disturbing peace.",Chinchwad,Noise Pollution,2025-01-31,Electricity Issue,Low,Resolved,Dhankawadi,Water Leakage,20,2024-07-15,Low,2,Took too long to resolve.,In Progress,0,,201,0,No,Noise Pollution,Chinchwad
C0115,"Water leakage from pipeline near Lane 35 in Shivajinagar, needs urgent attention.",Shivajinagar,Water Issue,2025-01-18,Garbage Issue,Low,Resolved,Pimpri,Animal Nuisance,10,2024-08-31,Low,2,Took some time but resolved.,Completed,8673,2024-10-09,8468,8673,No,Water Issue,Shivajinagar
C0116,"Water leakage from pipeline near Lane 57 in Warje, needs urgent attention.",Warje,Water Issue,2025-02-24,Tree Falling,Low,In Progress,Warje,Drainage Problem,19,2024-08-04,Low,3,"Not bad, not great.",Completed,4864,2024-09-06,5088,4864,No,Water Issue,Warje
C0117,"Uncollected garbage near Lane 10 in Aundh, causing health concerns.",Aundh,Garbage Issue,2025-03-27,Animal Nuisance,Medium,In Progress,Viman Nagar,Road Damage,14,2024-10-17,Medium,5,Very satisfied with the resolution.,Completed,7874,2024-02-18,8093,7874,No,Garbage Issue,Aundh
C0118,"Stray dogs causing fear near Lane 19 in Chinchwad, especially for kids.",Chinchwad,Animal Nuisance,2025-01-04,Road Damage,Medium,Pending,Parvati,Animal Nuisance,3,2024-02-22,Medium,4,Issue handled professionally.,In Progress,0,,248,0,No,Animal Nuisance,Chinchwad
C0119,"Tree fallen near Lane 20 in Nigdi, blocking road and footpath.",Nigdi,Tree Falling,2025-02-02,Tree Falling,High,In Progress,Shivajinagar,Road Damage,12,2024-09-12,High,2,"Not bad, not great.",Completed,4793,2024-08-10,4630,4793,No,Tree Falling,Nigdi
C0120,"Water leakage from pipeline near Lane 36 in Erandwane, needs urgent attention.",Erandwane,Water Issue,2025-03-21,Road Damage,High,In Progress,Nigdi,Animal Nuisance,18,2024-03-19,High,5,"Great service, very happy.",Completed,4937,2024-04-29,5315,4937,Yes,Water Issue,Erandwane
C0121,"Sewage overflow issue near Lane 30 in Wagholi, foul smell and waterlogging.",Wagholi,Sewage Problem,2025-02-13,Water Issue,Low,Resolved,Camp,Noise Pollution,1,2024-10-16,Low,1,Took too long to resolve.,Completed,3228,2024-07-08,2780,3228,Yes,Sewage Problem,Wagholi
C0122,"High noise levels from activities near Lane 69 in Kharadi, disturbing peace.",Kharadi,Noise Pollution,2025-02-11,Animal Nuisance,Medium,In Progress,Shivajinagar,Water Leakage,12,2024-07-22,Medium,5,Issue handled professionally.,Completed,5513,2025-02-03,5804,5513,No,Noise Pollution,Kharadi
C0123,"Frequent power cuts near Lane 35 in Pimpri, needs investigation.",Pimpri,Electricity Issue,2025-01-05,Tree Falling,High,Resolved,Shivajinagar,Sewage Overflow,14,2024-10-09,High,4,Issue handled professionally.,Completed,6842,2025-01-01,7263,6842,Yes,Electricity Issue,Pimpri
C0124,"Damaged road with potholes near Lane 1 in Wagholi, dangerous for vehicles.",Wagholi,Road Damage,2025-01-23,Water Issue,Medium,In Progress,Warje,Illegal Construction,6,2024-11-02,Medium,5,Issue handled professionally.,In Progress,0,,-284,0,No,Road Damage,Wagholi
C0125,"Uncollected garbage near Lane 47 in Deccan, causing health concerns.",Deccan,Garbage Issue,2025-02-13,Streetlight Issue,Low,Pending,Erandwane,Garbage Issue,12,2024-02-14,Low,3,Average service.,Completed,6908,2024-08-04,7171,6908,No,Garbage Issue,Deccan
C0126,"Stray dogs causing fear near Lane 57 in Kothrud, especially for kids.",Kothrud,Animal Nuisance,2025-03-25,Water Issue,Medium,Pending,Nanded,Garbage Issue,4,2024-01-23,Medium,2,Took some time but resolved.,Completed,1848,2024-08-06,1535,1848,Yes,Animal Nuisance,Kothrud
C0127,"Frequent power cuts near Lane 25 in Pashan, needs investigation.",Pashan,Electricity Issue,2025-01-24,Tree Falling,Medium,In Progress,Kondhwa,Street Light,6,2024-05-26,Medium,4,Issue handled professionally.,Rejected,0,,-121,0,No,Electricity Issue,Pashan
C0128,"Tree fallen near Lane 12 in Bavdhan, blocking road and footpath.",Bavdhan,Tree Falling,2025-03-14,Tree Falling,High,Pending,Camp,Illegal Construction,7,2024-07-24,High,4,Appreciate the fast response.,Completed,9032,2024-04-14,9024,9032,No,Tree Falling,Bavdhan
C0129,"Stray dogs causing fear near Lane 70 in Model Colony, especially for kids.",Model Colony,Animal Nuisance,2025-01-07,Road Damage,Medium,Pending,Talegaon,Tree Fall,13,2024-11-06,Medium,1,Very poor response.,Completed,4231,2024-05-05,3771,4231,Yes,Animal Nuisance,Model Colony
C0130,"Unauthorized parking near Lane 54 in Aundh, causing congestion.",Aundh,Illegal Parking,2025-04-11,Animal Nuisance,High,Resolved,Talegaon,Drainage Problem,2,2024-12-27,High,2,It was okay.,Rejected,0,,-344,0,Yes,Illegal Parking,Aundh
C0131,"Uncollected garbage near Lane 32 in Nigdi, causing health concerns.",Nigdi,Garbage Issue,2025-01-05,Sewage Problem,Low,Resolved,Kothrud,Tree Fall,5,2024-04-02,Low,4,Appreciate the fast response.,Completed,4202,2025-03-31,3716,4202,Yes,Garbage Issue,Nigdi
C0132,"High noise levels from activities near Lane 66 in Baner, disturbing peace.",Baner,Noise Pollution,2025-01-05,Sewage Problem,Medium,Resolved,Fursungi,Tree Fall,8,2024-06-17,Medium,5,Issue handled professionally.,Completed,3762,2025-02-13,4074,3762,Yes,Noise Pollution,Baner
C0133,"Damaged road with potholes near Lane 64 in Deccan, dangerous for vehicles.",Deccan,Road Damage,2025-03-09,Garbage Issue,Medium,Pending,Dhankawadi,Street Light,14,2024-09-27,Medium,5,Issue handled professionally.,Completed,1163,2024-07-08,727,1163,Yes,Road Damage,Deccan
C0134,"Tree fallen near Lane 23 in Koregaon Park, blocking road and footpath.",Koregaon Park,Tree Falling,2025-01-12,Noise Pollution,Medium,Resolved,Pashan,Noise Pollution,17,2024-12-18,Medium,5,Issue handled professionally.,Completed,3078,2024-06-21,3434,3078,Yes,Tree Falling,Koregaon Park
C0135,"Streetlights not working near Lane 19 in Nigdi, causing night-time hazards.",Nigdi,Streetlight Issue,2025-02-20,Illegal Parking,High,Pending,Kharadi,Water Leakage,1,2024-04-23,High,5,Issue handled professionally.,Completed,6212,2024-08-02,6550,6212,Yes,Streetlight Issue,Nigdi
C0136,"Streetlights not working near Lane 38 in Pashan, causing night-time hazards.",Pashan,Streetlight Issue,2025-02-08,Noise Pollution,Medium,Resolved,Pashan,Water Leakage,8,2024-04-07,Medium,4,Issue handled professionally.,Escalated,0,,20,0,No,Streetlight Issue,Pashan
C0137,"Water leakage from pipeline near Lane 59 in Baner, needs urgent attention.",Baner,Water Issue,2025-01-01,Noise Pollution,Medium,Pending,Camp,Sewage Overflow,10,2024-02-04,Medium,2,Average service.,Completed,9421,2024-11-21,9264,9421,No,Water Issue,Baner
C0138,"Damaged road with potholes near Lane 52 in Koregaon Park, dangerous for vehicles.",Koregaon Park,Road Damage,2025-01-26,Streetlight Issue,Low,Resolved,Viman Nagar,Noise Pollution,2,2024-07-08,Low,2,Took some time but resolved.,Completed,2985,2024-07-29,2613,2985,Yes,Road Damage,Koregaon Park
C0139,"Streetlights not working near Lane 20 in Deccan, causing night-time hazards.",Deccan,Streetlight Issue,2025-02-17,Sewage Problem,Medium,Pending,Kharadi,Street Light,14,2024-12-14,Medium,5,Appreciate the fast response.,Completed,5651,2025-03-13,5798,5651,No,Streetlight Issue,Deccan
C0140,"Uncollected garbage near Lane 44 in Nigdi, causing health concerns.",Nigdi,Garbage Issue,2025-02-02,Noise Pollution,High,Resolved,Aundh,Animal Nuisance,13,2024-03-20,High,2,Took some time but resolved.,Rejected,0,,-29,0,No,Garbage Issue,Nigdi
C0141,"High noise levels from activities near Lane 10 in Wanowrie, disturbing peace.",Wanowrie,Noise Pollution,2025-02-06,Electricity Issue,Medium,Resolved,Erandwane,Road Damage,7,2024-09-11,Medium,3,Average service.,Completed,8957,2024-06-10,8519,8957,Yes,Noise Pollution,Wanowrie
C0142,"Frequent power cuts near Lane 63 in Deccan, needs investigation.",Deccan,Electricity Issue,2025-03-12,Streetlight Issue,High,Resolved,Talegaon,Road Damage,13,2024-10-30,High,4,"Resolved quickly, thanks!",Completed,6310,2024-01-28,5948,6310,Yes,Electricity Issue,Deccan
C0143,"Sewage overflow issue near Lane 40 in Pashan, foul smell and waterlogging.",Pashan,Sewage Problem,2025-01-08,Noise Pollution,Medium,Resolved,Vishrantwadi,Water Leakage,14,2024-04-03,Medium,5,"Resolved quickly, thanks!",Completed,2294,2024-07-09,2292,2294,No,Sewage Problem,Pashan
C0144,"High noise levels from activities near Lane 1 in Kothrud, disturbing peace.",Kothrud,Noise Pollution,2025-01-25,Road Damage,High,In Progress,Dhankawadi,Road Damage,4,2024-04-02,High,4,"Resolved quickly, thanks!",Completed,5397,2024-08-12,5489,5397,No,Noise Pollution,Kothrud
C0145,"High noise levels from activities near Lane 8 in Dhanori, disturbing peace.",Dhanori,Noise Pollution,2025-01-31,Streetlight Issue,Low,Pending,Bavdhan,Drainage Problem,8,2024-07-15,Low,5,"Resolved quickly, thanks!",Completed,9969,2024-12-29,9860,9969,No,Noise Pollution,Dhanori
C0146,"Frequent power cuts near Lane 14 in Parvati, needs investigation.",Parvati,Electricity Issue,2025-02-08,Garbage Issue,High,Resolved,Wakad,Drainage Problem,6,2024-06-20,High,2,Took some time but resolved.,Completed,8628,2024-05-11,8802,8628,No,Electricity Issue,Parvati
C0147,"Damaged road with potholes near Lane 46 in Model Colony, dangerous for vehicles.",Model Colony,Road Damage,2025-01-19,Illegal Parking,Medium,Resolved,Pashan,Illegal Construction,8,2024-07-08,Medium,4,Appreciate the fast response.,In Progress,0,,-82,0,No,Road Damage,Model Colony
C0148,"Water leakage from pipeline near Lane 36 in Parvati, needs urgent attention.",Parvati,Water Issue,2025-01-01,Garbage Issue,High,In Progress,Baner,Animal Nuisance,19,2024-10-15,High,4,Very satisfied with the resolution.,Completed,7690,2024-02-22,7478,7690,No,Water Issue,Parvati
C0149,"Damaged road with potholes near Lane 13 in Hadapsar, dangerous for vehicles.",Hadapsar,Road Damage,2025-02-18,Noise Pollution,Low,Pending,Chinchwad,Garbage Issue,5,2024-11-11,Low,3,Took some time but resolved.,Completed,7710,2025-01-16,7588,7710,No,Road Damage,Hadapsar
C0150,"Frequent power cuts near Lane 4 in Deccan, needs investigation.",Deccan,Electricity Issue,2025-01-26,Sewage Problem,Low,Pending,Kharadi,Garbage Issue,15,2024-12-25,Low,5,Issue handled professionally.,Completed,6683,2024-02-23,6955,6683,No,Electricity Issue,Deccan
C0151,"Water leakage from pipeline near Lane 6 in Thergaon, needs urgent attention.",Thergaon,Water Issue,2025-01-06,Garbage Issue,Medium,Resolved,Shivajinagar,Road Damage,20,2024-01-08,Medium,5,"Resolved quickly, thanks!",Completed,3709,2025-01-25,3698,3709,No,Water Issue,Thergaon
C0152,"Damaged road with potholes near Lane 8 in Pashan, dangerous for vehicles.",Pashan,Road Damage,2025-04-03,Garbage Issue,High,Resolved,Dhankawadi,Drainage Problem,5,2024-06-22,High,3,Average service.,In Progress,0,,-270,0,No,Road Damage,Pashan
C0153,"Unauthorized parking near Lane 11 in Thergaon, causing congestion.",Thergaon,Illegal Parking,2025-01-20,Garbage Issue,High,Resolved,Vishrantwadi,Sewage Overflow,18,2024-01-04,High,2,"Not bad, not great.",Completed,3272,2025-02-10,2812,3272,Yes,Illegal Parking,Thergaon
C0154,"High noise levels from activities near Lane 17 in Aundh, disturbing peace.",Aundh,Noise Pollution,2025-01-29,Road Damage,High,In Progress,Nigdi,Sewage Overflow,10,2024-10-11,High,5,Very satisfied with the resolution.,Completed,702,2024-12-10,229,702,Yes,Noise Pollution,Aundh
C0155,"Stray dogs causing fear near Lane 36 in Bavdhan, especially for kids.",Bavdhan,Animal Nuisance,2025-02-15,Illegal Parking,High,Pending,Erandwane,Street Light,11,2024-11-09,High,2,Had to follow up multiple times.,Completed,4547,2024-11-25,4181,4547,Yes,Animal Nuisance,Bavdhan
C0156,"Stray dogs causing fear near Lane 66 in Dhankawadi, especially for kids.",Dhankawadi,Animal Nuisance,2025-02-25,Streetlight Issue,Low,Pending,Erandwane,Sewage Overflow,19,2024-02-17,Low,1,Took too long to resolve.,Rejected,0,,-300,0,No,Animal Nuisance,Dhankawadi
C0157,"Streetlights not working near Lane 48 in Viman Nagar, causing night-time hazards.",Viman Nagar,Streetlight Issue,2025-03-30,Sewage Problem,High,Resolved,Kharadi,Water Leakage,16,2024-12-18,High,2,Issue still persists.,Completed,6015,2025-04-05,6354,6015,Yes,Streetlight Issue,Viman Nagar
C0158,"Streetlights not working near Lane 39 in Shivajinagar, causing night-time hazards.",Shivajinagar,Streetlight Issue,2025-02-07,Streetlight Issue,Medium,In Progress,Pimpri,Drainage Problem,8,2024-03-15,Medium,4,"Great service, very happy.",Rejected,0,,279,0,No,Streetlight Issue,Shivajinagar
C0159,"Frequent power cuts near Lane 33 in Kothrud, needs investigation.",Kothrud,Electricity Issue,2025-01-27,Illegal Parking,High,Resolved,Vishrantwadi,Road Damage,7,2024-02-09,High,5,"Resolved quickly, thanks!",Completed,8936,2025-01-10,9365,8936,Yes,Electricity Issue,Kothrud
C0160,"Frequent power cuts near Lane 44 in Kothrud, needs investigation.",Kothrud,Electricity Issue,2025-03-25,Streetlight Issue,Medium,Pending,Kondhwa,Sewage Overflow,1,2024-11-21,Medium,5,"Great service, very happy.",Rejected,0,,-468,0,Yes,Electricity Issue,Kothrud
C0161,"Streetlights not working near Lane 28 in Aundh, causing night-time hazards.",Aundh,Streetlight Issue,2025-01-25,Animal Nuisance,Low,Resolved,Parvati,Street Light,15,2024-06-25,Low,4,Appreciate the fast response.,Completed,3500,2024-07-20,3047,3500,Yes,Streetlight Issue,Aundh
C0162,"Frequent power cuts near Lane 41 in Pashan, needs investigation.",Pashan,Electricity Issue,2025-02-10,Noise Pollution,Low,Pending,Nigdi,Sewage Overflow,4,2024-11-27,Low,5,"Resolved quickly, thanks!",Rejected,0,,2,0,No,Electricity Issue,Pashan
