area,department,month,total_spent,complaints_handled,avg_cost,performance
Bibwewadi,Electricity Distribution Department,November 2024,40014,57,702,Bad
Bibwewadi,Electricity Distribution Department,December 2024,54162,51,1062,Bad
Bibwewadi,Public Works Department,January 2024,207405,99,2095,Bad
Bibwewadi,Public Works Department,February 2024,206476,82,2518,Bad
Bibwewadi,Public Works Department,March 2024,46110,29,1590,Good
Bibwewadi,Public Works Department,April 2024,203949,93,2193,Bad
Bibwewadi,Public Works Department,May 2024,116130,42,2765,Good
Bibwewadi,Public Works Department,June 2024,92016,36,2556,Good
Bibwewadi,Public Works Department,July 2024,113694,42,2707,Good
Bibwewadi,Public Works Department,August 2024,175168,92,1904,Bad
Bibwewadi,Public Works Department,September 2024,68352,24,2848,Good
Bibwewadi,Public Works Department,October 2024,153468,87,1764,Bad
Bibwewadi,Public Works Department,November 2024,73060,65,1124,Bad
Bibwewadi,Public Works Department,December 2024,108034,38,2843,Good
Bibwewadi,Environmental Protection Department,January 2024,101736,36,2826,Good
Bibwewadi,Environmental Protection Department,February 2024,81082,71,1142,Bad
Bibwewadi,Environmental Protection Department,March 2024,94255,35,2693,Good
Bibwewadi,Environmental Protection Department,April 2024,8575,7,1225,Good
Bibwewadi,Environmental Protection Department,May 2024,61544,98,628,Bad
Bibwewadi,Environmental Protection Department,June 2024,58800,49,1200,Good
Bibwewadi,Environmental Protection Department,July 2024,51498,18,2861,Good
Bibwewadi,Environmental Protection Department,August 2024,86317,59,1463,Bad
Bibwewadi,Environmental Protection Department,September 2024,49946,26,1921,Good
Bibwewadi,Environmental Protection Department,October 2024,17550,30,585,Good
Bibwewadi,Environmental Protection Department,November 2024,233050,79,2950,Bad
Bibwewadi,Environmental Protection Department,December 2024,211935,71,2985,Bad
Bibwewadi,Traffic and Transportation Department,January 2024,165726,99,1674,Bad
Bibwewadi,Traffic and Transportation Department,February 2024,26936,26,1036,Good
Bibwewadi,Traffic and Transportation Department,March 2024,12573,11,1143,Good
Bibwewadi,Traffic and Transportation Department,April 2024,33865,13,2605,Good
Bibwewadi,Traffic and Transportation Department,May 2024,194694,74,2631,Bad
Bibwewadi,Traffic and Transportation Department,June 2024,101946,78,1307,Bad
Bibwewadi,Traffic and Transportation Department,July 2024,81804,68,1203,Bad
Bibwewadi,Traffic and Transportation Department,August 2024,219355,95,2309,Bad
Bibwewadi,Traffic and Transportation Department,September 2024,141267,93,1519,Bad
Bibwewadi,Traffic and Transportation Department,October 2024,156222,99,1578,Bad
Bibwewadi,Traffic and Transportation Department,November 2024,171633,77,2229,Bad
Bibwewadi,Traffic and Transportation Department,December 2024,100358,38,2641,Good
Bibwewadi,Environmental Protection Department,January 2024,26496,24,1104,Good
Bibwewadi,Environmental Protection Department,February 2024,114896,86,1336,Bad
Bibwewadi,Environmental Protection Department,March 2024,22878,18,1271,Good
Bibwewadi,Environmental Protection Department,April 2024,189810,90,2109,Bad
Bibwewadi,Environmental Protection Department,May 2024,123133,59,2087,Bad
Bibwewadi,Environmental Protection Department,June 2024,211876,98,2162,Bad
Bibwewadi,Environmental Protection Department,July 2024,28528,16,1783,Good
Bibwewadi,Environmental Protection Department,August 2024,97440,56,1740,Bad
Bibwewadi,Environmental Protection Department,September 2024,186628,74,2522,Bad
Bibwewadi,Environmental Protection Department,October 2024,255456,96,2661,Bad
Bibwewadi,Environmental Protection Department,November 2024,148491,63,2357,Bad
Bibwewadi,Environmental Protection Department,December 2024,86016,64,1344,Bad
Bibwewadi,Urban Forestry and Landscaping Department,January 2024,229728,96,2393,Bad
Bibwewadi,Urban Forestry and Landscaping Department,February 2024,51039,53,963,Bad
Bibwewadi,Urban Forestry and Landscaping Department,March 2024,37158,22,1689,Good
Bibwewadi,Urban Forestry and Landscaping Department,April 2024,167940,60,2799,Bad
Bibwewadi,Urban Forestry and Landscaping Department,May 2024,26988,39,692,Good
Bibwewadi,Urban Forestry and Landscaping Department,June 2024,187055,95,1969,Bad
Bibwewadi,Urban Forestry and Landscaping Department,July 2024,90890,61,1490,Bad
Bibwewadi,Urban Forestry and Landscaping Department,August 2024,170482,83,2054,Bad
Bibwewadi,Urban Forestry and Landscaping Department,September 2024,231978,82,2829,Bad
Bibwewadi,Urban Forestry and Landscaping Department,October 2024,118370,95,1246,Bad
Bibwewadi,Urban Forestry and Landscaping Department,November 2024,32112,18,1784,Good
Bibwewadi,Urban Forestry and Landscaping Department,December 2024,145035,55,2637,Bad
Bibwewadi,Animal Control and Welfare Department,January 2024,66378,78,851,Bad
Bibwewadi,Animal Control and Welfare Department,February 2024,62192,52,1196,Bad
Bibwewadi,Animal Control and Welfare Department,March 2024,132246,79,1674,Bad
Bibwewadi,Animal Control and Welfare Department,April 2024,83025,81,1025,Bad
Bibwewadi,Animal Control and Welfare Department,May 2024,68780,38,1810,Good
Bibwewadi,Animal Control and Welfare Department,June 2024,78837,33,2389,Good
Bibwewadi,Animal Control and Welfare Department,July 2024,141732,93,1524,Bad
Bibwewadi,Animal Control and Welfare Department,August 2024,32890,55,598,Bad
Bibwewadi,Animal Control and Welfare Department,September 2024,136412,67,2036,Bad
Bibwewadi,Animal Control and Welfare Department,October 2024,50235,51,985,Bad
Bibwewadi,Animal Control and Welfare Department,November 2024,170610,66,2585,Bad
Bibwewadi,Animal Control and Welfare Department,December 2024,94505,41,2305,Good
Bibwewadi,Sewerage and Drainage Department,January 2024,9204,13,708,Good
Bibwewadi,Sewerage and Drainage Department,February 2024,72072,44,1638,Good
Bibwewadi,Sewerage and Drainage Department,March 2024,80772,53,1524,Bad
Bibwewadi,Sewerage and Drainage Department,April 2024,57876,42,1378,Good
Bibwewadi,Sewerage and Drainage Department,May 2024,217394,73,2978,Bad
Bibwewadi,Sewerage and Drainage Department,June 2024,68948,44,1567,Good
Bibwewadi,Sewerage and Drainage Department,July 2024,22120,20,1106,Good
Bibwewadi,Sewerage and Drainage Department,August 2024,91221,39,2339,Good
Bibwewadi,Sewerage and Drainage Department,September 2024,17985,15,1199,Good
Bibwewadi,Sewerage and Drainage Department,October 2024,89043,67,1329,Bad
Bibwewadi,Sewerage and Drainage Department,November 2024,61775,25,2471,Good
Bibwewadi,Sewerage and Drainage Department,December 2024,191586,74,2589,Bad
Shivajinagar,Municipal Waste Management Department,January 2024,189824,64,2966,Bad
Shivajinagar,Municipal Waste Management Department,February 2024,208656,92,2268,Bad
Shivajinagar,Municipal Waste Management Department,March 2024,115100,100,1151,Bad
Shivajinagar,Municipal Waste Management Department,April 2024,71370,65,1098,Bad
Shivajinagar,Municipal Waste Management Department,May 2024,9873,9,1097,Good
Shivajinagar,Municipal Waste Management Department,June 2024,69552,54,1288,Bad
Shivajinagar,Municipal Waste Management Department,July 2024,27750,10,2775,Good
Shivajinagar,Municipal Waste Management Department,August 2024,71896,86,836,Bad
Shivajinagar,Municipal Waste Management Department,September 2024,188712,72,2621,Bad
Shivajinagar,Municipal Waste Management Department,October 2024,189360,80,2367,Bad
Shivajinagar,Municipal Waste Management Department,November 2024,65088,36,1808,Good
Shivajinagar,Municipal Waste Management Department,December 2024,31801,49,649,Good
Shivajinagar,Water Supply and Sanitation Department,January 2024,30744,36,854,Good
Shivajinagar,Water Supply and Sanitation Department,February 2024,177078,66,2683,Bad
Shivajinagar,Water Supply and Sanitation Department,March 2024,111801,83,1347,Bad
Shivajinagar,Water Supply and Sanitation Department,April 2024,40180,49,820,Good
Shivajinagar,Water Supply and Sanitation Department,May 2024,80840,94,860,Bad
Shivajinagar,Water Supply and Sanitation Department,June 2024,229332,87,2636,Bad
Shivajinagar,Water Supply and Sanitation Department,July 2024,39104,64,611,Bad
Shivajinagar,Water Supply and Sanitation Department,August 2024,48360,65,744,Bad
Shivajinagar,Water Supply and Sanitation Department,September 2024,23943,23,1041,Good
Shivajinagar,Water Supply and Sanitation Department,October 2024,35232,12,2936,Good
Shivajinagar,Water Supply and Sanitation Department,November 2024,39390,39,1010,Good
Shivajinagar,Water Supply and Sanitation Department,December 2024,123435,65,1899,Bad
Shivajinagar,Electricity Distribution Department,January 2024,68180,70,974,Bad
Shivajinagar,Electricity Distribution Department,February 2024,20514,39,526,Good
Shivajinagar,Electricity Distribution Department,March 2024,104244,51,2044,Bad
Shivajinagar,Electricity Distribution Department,April 2024,134900,95,1420,Bad
Shivajinagar,Electricity Distribution Department,May 2024,122271,53,2307,Bad
Shivajinagar,Electricity Distribution Department,June 2024,110704,68,1628,Bad
Shivajinagar,Electricity Distribution Department,July 2024,58300,22,2650,Good
Shivajinagar,Electricity Distribution Department,August 2024,234291,87,2693,Bad
Shivajinagar,Electricity Distribution Department,September 2024,58030,70,829,Bad
Shivajinagar,Electricity Distribution Department,October 2024,118146,87,1358,Bad
Shivajinagar,Electricity Distribution Department,November 2024,110994,39,2846,Good
Shivajinagar,Electricity Distribution Department,December 2024,53064,72,737,Bad
Shivajinagar,Public Works Department,January 2024,154056,84,1834,Bad
Shivajinagar,Public Works Department,February 2024,13182,6,2197,Good
Shivajinagar,Public Works Department,March 2024,119744,64,1871,Bad
Shivajinagar,Public Works Department,April 2024,113232,84,1348,Bad
Shivajinagar,Public Works Department,May 2024,78812,68,1159,Bad
Shivajinagar,Public Works Department,June 2024,160425,93,1725,Bad
Shivajinagar,Public Works Department,July 2024,44737,49,913,Good
Shivajinagar,Public Works Department,August 2024,110100,100,1101,Bad
Shivajinagar,Public Works Department,September 2024,44650,19,2350,Good
Shivajinagar,Public Works Department,October 2024,123360,96,1285,Bad
Shivajinagar,Public Works Department,November 2024,62934,34,1851,Good
Shivajinagar,Public Works Department,December 2024,58348,58,1006,Bad
Shivajinagar,Environmental Protection Department,January 2024,55200,69,800,Bad
Shivajinagar,Environmental Protection Department,February 2024,18361,7,2623,Good
Shivajinagar,Environmental Protection Department,March 2024,167444,82,2042,Bad
Shivajinagar,Environmental Protection Department,April 2024,46968,57,824,Bad
Shivajinagar,Environmental Protection Department,May 2024,53595,27,1985,Good
Shivajinagar,Environmental Protection Department,June 2024,142848,62,2304,Bad
Shivajinagar,Environmental Protection Department,July 2024,12726,14,909,Good
Shivajinagar,Environmental Protection Department,August 2024,56736,48,1182,Good
Shivajinagar,Environmental Protection Department,September 2024,103279,41,2519,Good
Shivajinagar,Environmental Protection Department,October 2024,78624,27,2912,Good
Shivajinagar,Environmental Protection Department,November 2024,37214,46,809,Good
Shivajinagar,Environmental Protection Department,December 2024,76818,62,1239,Bad
Shivajinagar,Traffic and Transportation Department,January 2024,201168,72,2794,Bad
Shivajinagar,Traffic and Transportation Department,February 2024,71497,71,1007,Bad
Shivajinagar,Traffic and Transportation Department,March 2024,25012,26,962,Good
Shivajinagar,Traffic and Transportation Department,April 2024,146559,49,2991,Good
Shivajinagar,Traffic and Transportation Department,May 2024,54600,39,1400,Good
Shivajinagar,Traffic and Transportation Department,June 2024,93940,77,1220,Bad
Shivajinagar,Traffic and Transportation Department,July 2024,39717,27,1471,Good
Shivajinagar,Traffic and Transportation Department,August 2024,8790,5,1758,Good
Shivajinagar,Traffic and Transportation Department,September 2024,151440,60,2524,Bad
Shivajinagar,Traffic and Transportation Department,October 2024,53108,34,1562,Good
Shivajinagar,Traffic and Transportation Department,November 2024,98496,57,1728,Bad
Shivajinagar,Traffic and Transportation Department,December 2024,130977,99,1323,Bad
Shivajinagar,Environmental Protection Department,January 2024,123192,87,1416,Bad
Shivajinagar,Environmental Protection Department,February 2024,44361,53,837,Bad
Shivajinagar,Environmental Protection Department,March 2024,200464,68,2948,Bad
Shivajinagar,Environmental Protection Department,April 2024,104548,59,1772,Bad
Shivajinagar,Environmental Protection Department,May 2024,20605,13,1585,Good
Shivajinagar,Environmental Protection Department,June 2024,72672,32,2271,Good
Shivajinagar,Environmental Protection Department,July 2024,137000,50,2740,Bad
Shivajinagar,Environmental Protection Department,August 2024,253981,91,2791,Bad
Shivajinagar,Environmental Protection Department,September 2024,41223,21,1963,Good
Shivajinagar,Environmental Protection Department,October 2024,12207,13,939,Good
Shivajinagar,Environmental Protection Department,November 2024,28875,15,1925,Good
Shivajinagar,Environmental Protection Department,December 2024,42065,47,895,Good
Shivajinagar,Urban Forestry and Landscaping Department,January 2024,9564,12,797,Good
Shivajinagar,Urban Forestry and Landscaping Department,February 2024,13135,5,2627,Good
Shivajinagar,Urban Forestry and Landscaping Department,March 2024,194256,76,2556,Bad
Shivajinagar,Urban Forestry and Landscaping Department,April 2024,40915,35,1169,Good
Shivajinagar,Urban Forestry and Landscaping Department,May 2024,38913,17,2289,Good
Shivajinagar,Urban Forestry and Landscaping Department,June 2024,131925,75,1759,Bad
Shivajinagar,Urban Forestry and Landscaping Department,July 2024,105864,88,1203,Bad
Shivajinagar,Urban Forestry and Landscaping Department,August 2024,60690,30,2023,Good
Shivajinagar,Urban Forestry and Landscaping Department,September 2024,55674,27,2062,Good
Shivajinagar,Urban Forestry and Landscaping Department,October 2024,205128,77,2664,Bad
Shivajinagar,Urban Forestry and Landscaping Department,November 2024,188058,78,2411,Bad
Shivajinagar,Urban Forestry and Landscaping Department,December 2024,81437,31,2627,Good
Shivajinagar,Animal Control and Welfare Department,January 2024,83712,32,2616,Good
Shivajinagar,Animal Control and Welfare Department,February 2024,130754,94,1391,Bad
Shivajinagar,Animal Control and Welfare Department,March 2024,113160,41,2760,Good
Shivajinagar,Animal Control and Welfare Department,April 2024,165006,89,1854,Bad
Shivajinagar,Animal Control and Welfare Department,May 2024,92832,48,1934,Good
Shivajinagar,Animal Control and Welfare Department,June 2024,260766,99,2634,Bad
Shivajinagar,Animal Control and Welfare Department,July 2024,36018,29,1242,Good
